,TestGesamt,MeldeDatum,FZHosp,FZICU,FZHospFree,FZICUFree,BundeslandID,Bundesland,Hospitalizations_total,ICU_capacity,ICU_perc
2170,73003,2020-11-04,38,8,306,17,1,Burgenland,46,25,32.0
2171,110212,2020-11-04,95,11,70,29,2,Kärnten,106,40,27.5
2172,387664,2020-11-04,370,50,1986,85,3,Niederösterreich,420,135,37.0
2173,305338,2020-11-04,547,61,2420,62,4,Oberösterreich,608,123,49.6
2174,129376,2020-11-04,104,21,56,24,5,Salzburg,125,45,46.7
2175,234146,2020-11-04,362,58,1381,88,6,Steiermark,420,146,39.7
2176,311721,2020-11-04,198,39,56,5,7,Tirol,237,44,88.6
2177,131379,2020-11-04,108,25,324,15,8,Vorarlberg,133,40,62.5
2178,651976,2020-11-04,379,110,2060,228,9,Wien,489,338,32.5
2179,2334815,2020-11-04,2201,383,8659,553,10,Alle,2584,936,40.9
2180,74154,2020-11-05,45,13,320,17,1,Burgenland,58,30,43.3
2181,112135,2020-11-05,105,10,60,30,2,Kärnten,115,40,25.0
2182,392604,2020-11-05,384,59,1722,101,3,Niederösterreich,443,160,36.9
2183,309174,2020-11-05,593,71,3113,41,4,Oberösterreich,664,112,63.4
2184,131012,2020-11-05,105,22,57,23,5,Salzburg,127,45,48.9
2185,237796,2020-11-05,393,61,1428,86,6,Steiermark,454,147,41.5
2186,315130,2020-11-05,213,39,67,8,7,Tirol,252,47,83.0
2187,132566,2020-11-05,108,25,324,15,8,Vorarlberg,133,40,62.5
2188,658377,2020-11-05,384,107,2060,228,9,Wien,491,335,31.9
2189,2362948,2020-11-05,2330,407,9151,549,10,Alle,2737,956,42.6
2190,75130,2020-11-06,47,10,293,16,1,Burgenland,57,26,38.5
2191,114365,2020-11-06,117,11,48,29,2,Kärnten,128,40,27.5
2192,397922,2020-11-06,387,61,1613,106,3,Niederösterreich,448,167,36.5
2193,313094,2020-11-06,659,79,91,21,4,Oberösterreich,738,100,79.0
2194,132857,2020-11-06,117,21,49,24,5,Salzburg,138,45,46.7
2195,245277,2020-11-06,420,66,1630,77,6,Steiermark,486,143,46.2
2196,319681,2020-11-06,219,44,84,9,7,Tirol,263,53,83.0
2197,133723,2020-11-06,117,28,315,10,8,Vorarlberg,145,38,73.7
2198,663966,2020-11-06,421,111,1823,288,9,Wien,532,399,27.8
2199,2396015,2020-11-06,2504,431,5946,580,10,Alle,2935,1011,42.6
2200,77182,2020-11-07,53,14,45,4,1,Burgenland,67,18,77.8
2201,115501,2020-11-07,132,11,33,29,2,Kärnten,143,40,27.5
2202,404984,2020-11-07,411,58,1632,102,3,Niederösterreich,469,160,36.2
2203,318146,2020-11-07,670,86,80,14,4,Oberösterreich,756,100,86.0
2204,133519,2020-11-07,112,23,83,22,5,Salzburg,135,45,51.1
2205,247164,2020-11-07,433,59,1475,96,6,Steiermark,492,155,38.1
2206,323454,2020-11-07,231,44,85,12,7,Tirol,275,56,78.6
2207,134874,2020-11-07,116,22,316,19,8,Vorarlberg,138,41,53.7
2208,671001,2020-11-07,416,115,1919,217,9,Wien,531,332,34.6
2209,2425825,2020-11-07,2574,432,5668,515,10,Alle,3006,947,45.6
2210,78094,2020-11-08,61,14,126,11,1,Burgenland,75,25,56.0
2211,116960,2020-11-08,133,12,32,28,2,Kärnten,145,40,30.0
2212,410315,2020-11-08,395,57,1887,106,3,Niederösterreich,452,163,35.0
2213,321745,2020-11-08,694,91,56,9,4,Oberösterreich,785,100,91.0
2214,133993,2020-11-08,121,25,74,20,5,Salzburg,146,45,55.6
2215,250936,2020-11-08,401,63,1862,87,6,Steiermark,464,150,42.0
2216,328270,2020-11-08,215,48,89,10,7,Tirol,263,58,82.8
2217,136641,2020-11-08,113,27,319,15,8,Vorarlberg,140,42,64.3
2218,675738,2020-11-08,400,122,1919,217,9,Wien,522,339,36.0
2219,2452692,2020-11-08,2533,459,6364,503,10,Alle,2992,962,47.7
2220,78592,2020-11-09,72,14,42,5,1,Burgenland,86,19,73.7
2221,117805,2020-11-09,151,14,39,26,2,Kärnten,165,40,35.0
2222,415460,2020-11-09,406,58,2671,123,3,Niederösterreich,464,181,32.0
2223,328180,2020-11-09,740,98,460,52,4,Oberösterreich,838,150,65.3
2224,134453,2020-11-09,141,22,53,23,5,Salzburg,163,45,48.9
2225,255472,2020-11-09,416,64,1894,101,6,Steiermark,480,165,38.8
2226,329704,2020-11-09,228,50,81,10,7,Tirol,278,60,83.3
2227,137602,2020-11-09,171,29,319,13,8,Vorarlberg,200,42,69.0
2228,681800,2020-11-09,430,124,2081,211,9,Wien,554,335,37.0
2229,2479068,2020-11-09,2755,473,7640,564,10,Alle,3228,1037,45.6
2230,79207,2020-11-10,72,10,34,19,1,Burgenland,82,29,34.5
2231,118944,2020-11-10,163,14,36,26,2,Kärnten,177,40,35.0
2232,420285,2020-11-10,464,65,2720,124,3,Niederösterreich,529,189,34.4
2233,331255,2020-11-10,803,101,397,49,4,Oberösterreich,904,150,67.3
2234,135597,2020-11-10,142,22,52,23,5,Salzburg,164,45,48.9
2235,258149,2020-11-10,493,71,1619,106,6,Steiermark,564,177,40.1
2236,335074,2020-11-10,269,56,45,10,7,Tirol,325,66,84.8
2237,138660,2020-11-10,177,30,285,18,8,Vorarlberg,207,48,62.5
2238,688437,2020-11-10,471,126,1896,205,9,Wien,597,331,38.1
2239,2505608,2020-11-10,3054,495,7084,580,10,Alle,3549,1075,46.0
2240,80521,2020-11-11,82,11,49,16,1,Burgenland,93,27,40.7
2241,120698,2020-11-11,205,17,24,23,2,Kärnten,222,40,42.5
2242,425309,2020-11-11,472,66,2142,118,3,Niederösterreich,538,184,35.9
2243,335807,2020-11-11,825,113,375,37,4,Oberösterreich,938,150,75.3
2244,135958,2020-11-11,142,22,52,23,5,Salzburg,164,45,48.9
2245,262525,2020-11-11,504,73,1504,86,6,Steiermark,577,159,45.9
2246,340214,2020-11-11,288,55,61,11,7,Tirol,343,66,83.3
2247,140562,2020-11-11,148,38,284,18,8,Vorarlberg,186,56,67.9
2248,695585,2020-11-11,517,141,1844,210,9,Wien,658,351,40.2
2249,2537179,2020-11-11,3183,536,6335,542,10,Alle,3719,1078,49.7
2250,81412,2020-11-12,91,12,39,15,1,Burgenland,103,27,44.4
2251,121848,2020-11-12,229,20,28,20,2,Kärnten,249,40,50.0
2252,430307,2020-11-12,495,69,2037,121,3,Niederösterreich,564,190,36.3
